pid,name,district,district_en,metro,metro_en,x_coord,y_coord
BX10021770,沙尾地铁站C口,福田区,Futian District,沙尾,Shawei,12694677.88909216,2574491.9461444407
BX10021769,沙尾地铁站D口,福田区,Futian District,沙尾,Shawei,12694542.535208866,2574572.30202006
BX10021768,沙尾地铁站A口,福田区,Futian District,沙尾,Shawei,12694503.423585694,2574522.510946683
BX10021745,上沙地铁站A口,福田区,Futian District,上沙,Shangsha,12693657.870867515,2575028.9704283555
BX10021744,上沙地铁站C口,福田区,Futian District,上沙,Shangsha,12693920.0717504,2574856.765469897
BX10021746,上沙地铁站D口,福田区,Futian District,上沙,Shangsha,12693954.17638277,2574918.976657623
BX10021748,上沙地铁站E口,福田区,Futian District,上沙,Shangsha,12693738.413501672,2575050.077784536
BX10021747,上沙地铁站B口,福田区,Futian District,上沙,Shangsha,12693818.632447043,2574939.10862712
BX10021889,下沙地铁站B口,福田区,Futian District,下沙,Xiasha,12692702.657414403,2575471.3617931143
BX10021787,农林地铁站B口,福田区,Futian District,农林,Nonglin,12691994.218177704,2576879.9688765244
BX10021785,农林地铁站A口,福田区,Futian District,农林,Nonglin,12691833.86076475,2576795.384392399
BX10021784,农林地铁站C口,福田区,Futian District,农林,Nonglin,12691978.889567638,2576929.4306089003
BX10021786,农林地铁站D1口,福田区,Futian District,农林,Nonglin,12691790.43084386,2576934.964375088
BX10021782,深云地铁站B口,南山区,Nanshan District,深云,Shenyun,12689313.099306159,2578780.3467735676
BX10021781,深云地铁站D口,南山区,Nanshan District,深云,Shenyun,12689030.056302624,2578845.3971125605
BX10021783,深云地铁站C口,南山区,Nanshan District,深云,Shenyun,12689155.197405364,2578856.800041381
BX10021910,深云地铁站B4口,南山区,Nanshan District,深云,Shenyun,12689261.916195508,2578683.727257301
BX10021911,深云地铁站B1口,南山区,Nanshan District,深云,Shenyun,12689297.442454306,2578787.2685047174
BX10021909,深云地铁站B2入口,南山区,Nanshan District,深云,Shenyun,12689218.610015046,2578700.7437165766
BX10021912,深云地铁站B3口,南山区,Nanshan District,深云,Shenyun,12689239.15339002,2578681.0296570547
BX10021740,桃源村地铁站B口,南山区,Nanshan District,桃源村,Taoyuancun,12687912.919472761,2579167.442283467
BX10021743,桃源村地铁站D口,南山区,Nanshan District,桃源村,Taoyuancun,12687816.295472842,2579297.0806351537
BX10021741,桃源村地铁站C口,南山区,Nanshan District,桃源村,Taoyuancun,12687945.899186403,2579215.0700785327
BX10021742,桃源村地铁站A口,南山区,Nanshan District,桃源村,Taoyuancun,12687786.53582498,2579247.8749738447
BX10021789,龙井地铁站B口,南山区,Nanshan District,龙井,Longjing,12687128.368140047,2579643.2131321123
BX10021790,龙井地铁站C口,南山区,Nanshan District,龙井,Longjing,12687133.139318919,2579722.9948386312
BX10021788,龙井地铁站D口,南山区,Nanshan District,龙井,Longjing,12686989.300467398,2579812.3848620816
BX10021759,珠光地铁站B口,南山区,Nanshan District,珠光,Zhuguang,12685574.570654137,2580206.8143443326
BX10021757,珠光地铁站C口,南山区,Nanshan District,珠光,Zhuguang,12685555.789456762,2580272.076746667
BX10021758,珠光地铁站D口,南山区,Nanshan District,珠光,Zhuguang,12685395.343680708,2580283.706382383
BX10021797,茶光地铁站A口,南山区,Nanshan District,茶光,Chaguang,12684762.107159654,2581079.668194586
BX10021795,茶光地铁站B口,南山区,Nanshan District,茶光,Chaguang,12684769.566443918,2580854.832780669
BX10021796,茶光地铁站C口,南山区,Nanshan District,茶光,Chaguang,12684825.689334596,2580857.8321989947
BX10021798,茶光地铁站D口,南山区,Nanshan District,茶光,Chaguang,12684811.448237691,2581129.8177679908
BX10028399,梦海地铁站C口,南山区,Nanshan District,梦海,Menghai,12678716.56413934,2574229.1709009735
BX10027939,梦海地铁站D口,南山区,Nanshan District,梦海,Menghai,12678645.029351542,2574384.7359042782
BX10028398,怡海地铁站C口,南山区,Nanshan District,怡海,Yihai,12679126.867898434,2573901.8864510506
BX10028143,怡海地铁站A口,南山区,Nanshan District,怡海,Yihai,12679003.445388693,2573887.913667589
BX10027944,荔林地铁站A口,南山区,Nanshan District,荔林,Lilin,12680121.062414046,2573441.0405917726
BX10027945,荔林地铁站D口,南山区,Nanshan District,荔林,Lilin,12680225.381703656,2573550.28027856
BX10027942,荔林地铁站C口,南山区,Nanshan District,荔林,Lilin,12680320.909918033,2573506.3631557836
BX10027943,荔林地铁站E口,南山区,Nanshan District,荔林,Lilin,12680062.27016163,2573486.0164155257
BX10027941,荔林地铁站B1口,南山区,Nanshan District,荔林,Lilin,12680271.258341225,2573446.9849222284
BX10027940,荔林地铁站B2口,南山区,Nanshan District,荔林,Lilin,12680376.021935666,2573457.2858437155
BX10027932,南油西地铁站A口,南山区,Nanshan District,南油西,Nanyouxi,12680723.250906333,2573185.317140051
BX10027931,南油西地铁站C口,南山区,Nanshan District,南油西,Nanyouxi,12680880.205169218,2573057.461974015
BX10027930,南油西地铁站D口,南山区,Nanshan District,南油西,Nanyouxi,12680846.358709723,2573215.1030362756
BX10027935,南油地铁站A口,南山区,Nanshan District,南油,Nanyou,12681633.953458022,2573146.5986217237
BX10027933,南油地铁站E口,南山区,Nanshan District,南油,Nanyou,12681631.492022732,2573378.202375965
BX10027936,南油地铁站F1口,南山区,Nanshan District,南油,Nanyou,12681543.825164624,2573109.467733053
BX10028396,南油地铁站B口,南山区,Nanshan District,南油,Nanyou,12681749.776758363,2573248.8852909696
BX10028397,南油地铁站D口,南山区,Nanshan District,南油,Nanyou,12681651.739467612,2573440.5981156873
BX10028395,南油地铁站C口,南山区,Nanshan District,南油,Nanyou,12681691.7988265,2573392.711909481
BX10027934,南油地铁站F2口,南山区,Nanshan District,南油,Nanyou,12681614.262796942,2573074.2015748774
BX10028402,南山书城地铁站F2口,南山区,Nanshan District,南山书城,Nanshanshucheng,12681772.432232924,2573976.3282445613
BX10028401,南山书城地铁站F1口,南山区,Nanshan District,南山书城,Nanshanshucheng,12681789.564082049,2574022.0988109764
BX10027919,粤海门地铁站A口,南山区,Nanshan District,粤海门,Yuehaimen,12683739.220098857,2575953.695683641
BX10027917,粤海门地铁站C口,南山区,Nanshan District,粤海门,Yuehaimen,12683914.870564323,2575983.9452108513
BX10027918,粤海门地铁站D1口,南山区,Nanshan District,粤海门,Yuehaimen,12683769.345341854,2576009.433406715
BX10028394,粤海门地铁站D2口,南山区,Nanshan District,粤海门,Yuehaimen,12683754.89283563,2576005.365252999
BX10027927,高新南地铁站A口,南山区,Nanshan District,高新南,Gaoxinnan,12684392.745410766,2575961.5733225225
BX10027923,高新南地铁站C口,南山区,Nanshan District,高新南,Gaoxinnan,12684593.251122713,2575993.7725348584
BX10027920,高新南地铁站B1口,南山区,Nanshan District,高新南,Gaoxinnan,12684578.695089662,2575931.3792126
BX10027922,高新南地铁站D口,南山区,Nanshan District,高新南,Gaoxinnan,12684423.308485487,2576012.723319995
BX10027928,高新南地铁站出入口,南山区,Nanshan District,高新南,Gaoxinnan,12684294.157901347,2575890.690435731
BX10027921,高新南地铁站出入口,南山区,Nanshan District,高新南,Gaoxinnan,12684341.946543563,2576011.3404084514
BX10027929,高新南地铁站出入口,南山区,Nanshan District,高新南,Gaoxinnan,12684207.787081836,2575943.426347006
BX10027926,高新南地铁站出入口,南山区,Nanshan District,高新南,Gaoxinnan,12684218.566458683,2575991.9705543434
BX10027925,高新南地铁站出入口,南山区,Nanshan District,高新南,Gaoxinnan,12684237.243570821,2575943.1204379895
BX10027924,高新南地铁站出入口,南山区,Nanshan District,高新南,Gaoxinnan,12684039.709805489,2575991.0328095267
BX10029544,高新南地铁站B2口,南山区,Nanshan District,高新南,Gaoxinnan,12684606.369524743,2575931.6762391855
BX10021865,深湾地铁站B口,南山区,Nanshan District,深湾,Shenwan,12687559.910934301,2574775.4042154844
BX10021867,深湾地铁站A口,南山区,Nanshan District,深湾,Shenwan,12687412.867998933,2574769.350461312
BX10021866,深湾地铁站C口,南山区,Nanshan District,深湾,Shenwan,12687519.59193669,2574853.859888967
BX10021868,深湾地铁站D口,南山区,Nanshan District,深湾,Shenwan,12687467.948749572,2574860.7678324045
BX10021862,深圳湾公园地铁站C口,福田区,Futian District,深圳湾公园,Shenzhenwangongyuan,12689204.306392053,2574601.5459955134
BX10021863,深圳湾公园地铁站E口,南山区,Nanshan District,深圳湾公园,Shenzhenwangongyuan,12689002.878824078,2574626.3063225825
BX10021864,深圳湾公园地铁站D2口,福田区,Futian District,深圳湾公园,Shenzhenwangongyuan,12689311.01454301,2574605.4139494547
BX10021861,深圳湾公园地铁站A口,福田区,Futian District,深圳湾公园,Shenzhenwangongyuan,12688889.73609739,2574493.514400949
BX10021927,深圳湾公园地铁站D1口,福田区,Futian District,深圳湾公园,Shenzhenwangongyuan,12689248.601410985,2574763.2434664136
BX10021887,下沙地铁站C口,福田区,Futian District,下沙,Xiasha,12692610.57581577,2575568.5315729333
BX10021888,下沙地铁站D口,福田区,Futian District,下沙,Xiasha,12692466.636099892,2575538.116678481
BX10021832,香梅地铁站C口,福田区,Futian District,香梅,Xiangmei,12694370.45650693,2577542.1446936247
BX10021835,香梅地铁站A1口,福田区,Futian District,香梅,Xiangmei,12694207.128635306,2577399.5069394615
BX10021831,香梅地铁站B口,福田区,Futian District,香梅,Xiangmei,12694350.12763787,2577454.093451042
BX10021834,香梅地铁站D口,福田区,Futian District,香梅,Xiangmei,12694213.897996468,2577539.538937234
BX10021833,香梅地铁站A2口,福田区,Futian District,香梅,Xiangmei,12694245.907830998,2577376.264618709
BX10021856,梅景地铁站A1口,福田区,Futian District,梅景,Meijing,12694105.45877973,2579340.430879827
BX10021857,梅景地铁站C口,福田区,Futian District,梅景,Meijing,12694077.228344768,2579495.5157362195
BX10021858,梅景地铁站D口,福田区,Futian District,梅景,Meijing,12694056.019374011,2579290.419722441
BX10021928,梅景地铁站A2口,福田区,Futian District,梅景,Meijing,12694173.582328076,2579104.965879767
BX10021885,下梅林地铁站A口,福田区,Futian District,下梅林,Xiameilin,12694405.87741599,2579816.6119659483
BX10021883,下梅林地铁站D口,福田区,Futian District,下梅林,Xiameilin,12694390.650806816,2579876.8000153517
BX10021882,下梅林地铁站C口,福田区,Futian District,下梅林,Xiameilin,12694602.32921469,2579966.3051381554
BX10021881,下梅林地铁站B2口,福田区,Futian District,下梅林,Xiameilin,12694571.66189819,2579921.6620440735
BX10021884,下梅林地铁站B1口,福田区,Futian District,下梅林,Xiameilin,12694521.769464899,2579900.814188972
BX10021845,梅村地铁站A口,福田区,Futian District,梅村,Meicun,12695582.582750106,2580200.8671688163
BX10021843,梅村地铁站E口,福田区,Futian District,梅村,Meicun,12695645.27340276,2580272.5739774127
BX10021846,梅村地铁站C2口,福田区,Futian District,梅村,Meicun,12695863.7195843,2580219.3150509247
BX10021844,梅村地铁站C1口,福田区,Futian District,梅村,Meicun,12695820.141931813,2580199.9986736136
BX10021847,梅村地铁站D口,福田区,Futian District,梅村,Meicun,12695795.903695056,2580256.2216265253
BX10021849,泥岗地铁站A口,罗湖区,Luohu District,泥岗,Nigang,12700641.628855245,2580101.892124756
BX10021848,泥岗地铁站C口,罗湖区,Luohu District,泥岗,Nigang,12700802.367278768,2580222.067708775
BX10021926,园岭地铁站B口,福田区,Futian District,园岭,Yuanling,12701409.22369148,2578694.4720139503
BX10021880,园岭地铁站A口,福田区,Futian District,园岭,Yuanling,12701449.330069998,2578831.407901135
BX10021839,鹿丹村地铁站C口,罗湖区,Luohu District,鹿丹村,Ludancun,12702043.364907797,2576313.3904821128
BX10021836,鹿丹村地铁站D口,罗湖区,Luohu District,鹿丹村,Ludancun,12701801.515894609,2576302.670097792
BX10021837,鹿丹村地铁站A1口,罗湖区,Luohu District,鹿丹村,Ludancun,12701807.316059342,2576220.2385343937
BX10021838,鹿丹村地铁站A2口,罗湖区,Luohu District,鹿丹村,Ludancun,12701911.520456845,2576222.4546983894
BX10021841,人民南地铁站B口,罗湖区,Luohu District,人民南,Renminnan,12703079.455244754,2576162.165011174
BX10021842,人民南地铁站C口,罗湖区,Luohu District,人民南,Renminnan,12703066.846356418,2576319.7904069754
BX10021932,人民南地铁站D口,罗湖区,Luohu District,人民南,Renminnan,12702913.542429348,2576267.712218095
BX10021931,人民南地铁站A1口,罗湖区,Luohu District,人民南,Renminnan,12702924.697897526,2576165.4025313198
BX10021933,人民南地铁站A2口,罗湖区,Luohu District,人民南,Renminnan,12702911.65109606,2576200.341352161
BX10021854,向西村地铁站A2口,罗湖区,Luohu District,向西村,Xiangxicun,12703804.708986385,2576642.7018808015
BX10021853,向西村地铁站A1口,罗湖区,Luohu District,向西村,Xiangxicun,12703872.626938697,2576684.360784511
BX10021855,向西村地铁站C口,罗湖区,Luohu District,向西村,Xiangxicun,12703876.185986158,2576849.116660233
BX10021851,向西村地铁站B口,罗湖区,Luohu District,向西村,Xiangxicun,12703909.756553134,2576847.22820637
BX10021852,向西村地铁站D1口,罗湖区,Luohu District,向西村,Xiangxicun,12703755.18520602,2576748.4615696184
BX10021850,向西村地铁站D2口,罗湖区,Luohu District,向西村,Xiangxicun,12703770.692566177,2576659.0533300247
BX10021891,文锦地铁站A口,罗湖区,Luohu District,文锦,Wenjin,12704414.569928356,2577042.6331842155
BX10021890,文锦地铁站C口,罗湖区,Luohu District,文锦,Wenjin,12704475.244903684,2577163.5996698467
BX10021892,文锦地铁站D口,罗湖区,Luohu District,文锦,Wenjin,12704411.327800427,2577163.7540309615
BX10021893,文锦地铁站B口,罗湖区,Luohu District,文锦,Wenjin,12704472.908858098,2577055.367150535
